,AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
10265,2020,13440,Margarita,13,Bolivar,3767,Bolivar (ETC),2476.0,91.36,91.36,50.5,85.63,76.7,46.44,101.78,94.06,108.06,106.81,79.36,18.51,44.98,2.1,2.11,2.43,2.14,0.7,97.04,97.89,97.57,95.72,98.25,0.86,0.0,0.0,2.14,1.05,5.43,3.16,7.64,4.75,0.35
10266,2020,13442,Maria la Baja,13,Bolivar,3767,Bolivar (ETC),11858.0,95.39,95.39,57.37,93.33,73.78,41.49,112.27,106.72,122.9,113.01,86.66,29.95,74.19,1.11,0.28,0.51,1.42,3.65,98.8,99.72,99.46,98.48,95.97,0.09,0.0,0.03,0.1,0.39,7.48,4.42,8.64,7.6,4.27
10267,2020,13458,Montecristo,13,Bolivar,3767,Bolivar (ETC),4342.0,69.55,69.55,32.08,70.77,43.43,12.07,76.49,73.35,98.86,68.67,27.27,13.6,17.52,2.51,0.96,1.68,5.11,1.38,85.93,96.14,90.47,74.22,73.79,11.56,2.89,7.85,20.67,24.83,8.49,1.29,10.31,8.0,2.76
10268,2020,13468,Mompos,13,Bolivar,3767,Bolivar (ETC),10921.0,102.38,102.34,75.97,97.74,75.75,42.63,116.03,125.69,126.08,114.64,88.69,24.11,66.92,1.23,1.59,1.26,1.29,0.64,95.61,96.92,95.6,95.34,95.33,3.16,1.5,3.14,3.37,4.02,5.72,3.55,6.99,5.7,2.25
10269,2020,13473,Morales,13,Bolivar,3767,Bolivar (ETC),5624.0,76.21,76.21,45.19,73.26,54.03,24.49,93.26,71.12,99.3,99.5,76.64,13.96,27.02,1.16,0.28,1.22,1.37,0.85,98.84,99.72,98.78,98.63,99.15,0.0,0.0,0.0,0.0,0.0,2.45,1.93,2.31,3.46,0.0
10270,2020,13490,Norosi,13,Bolivar,3767,Bolivar (ETC),2469.0,81.86,81.86,71.54,84.49,50.53,18.79,87.32,117.79,108.82,68.85,35.26,23.71,14.75,0.47,0.0,0.49,0.4,1.79,50.14,100.0,50.94,22.63,30.36,49.39,0.0,48.57,76.97,67.86,5.88,6.38,5.98,6.05,2.68
10271,2020,13549,Pinillos,13,Bolivar,3767,Bolivar (ETC),6279.0,91.91,91.91,56.05,87.53,72.1,36.05,104.83,95.59,114.23,110.16,75.52,18.7,44.49,0.91,2.21,0.88,0.76,0.59,98.5,96.99,98.42,98.72,99.26,0.59,0.8,0.71,0.52,0.15,6.15,4.02,7.77,5.92,1.33
10272,2020,13580,Regidor,13,Bolivar,3767,Bolivar (ETC),1827.0,72.3,72.3,49.42,68.7,44.97,26.71,83.91,94.19,92.89,80.73,58.12,15.47,40.48,0.84,0.62,0.27,1.52,2.4,99.16,99.38,99.73,98.48,97.6,0.0,0.0,0.0,0.0,0.0,6.72,6.17,6.98,8.08,1.6
10273,2020,13600,Rio Viejo,13,Bolivar,3767,Bolivar (ETC),2403.0,75.11,75.11,38.79,75.78,51.03,23.9,95.26,63.55,102.05,104.87,75.32,15.05,28.82,0.5,0.0,0.29,0.89,0.59,92.63,92.65,92.68,91.86,95.29,6.88,7.35,7.02,7.25,4.12,4.63,0.74,4.49,6.51,1.18
10274,2020,13620,San Cristobal,13,Bolivar,3767,Bolivar (ETC),1863.0,87.82,87.82,77.92,90.43,65.92,49.2,102.09,125.97,108.15,90.88,97.75,28.15,85.71,1.27,0.52,0.84,1.9,1.98,98.56,97.94,99.16,98.1,98.02,0.17,1.55,0.0,0.0,0.0,1.77,2.06,2.03,1.9,0.4
10275,2020,13647,San Estanislao,13,Bolivar,3767,Bolivar (ETC),4126.0,89.38,89.38,63.2,92.5,74.39,56.79,95.9,87.83,105.21,93.88,80.92,30.39,62.5,1.67,1.35,1.11,2.3,2.14,97.95,98.65,98.55,97.16,97.5,0.38,0.0,0.33,0.54,0.36,5.64,0.0,5.51,8.12,3.21
10276,2020,13650,San Fernando,13,Bolivar,3767,Bolivar (ETC),3216.0,68.03,68.03,36.92,70.13,47.06,20.3,80.01,73.46,94.39,75.46,56.39,17.69,35.39,0.8,0.52,1.03,0.71,0.0,99.15,99.48,98.97,99.29,99.52,0.04,0.0,0.0,0.0,0.48,7.27,3.14,5.81,9.32,12.92
10277,2020,13654,San Jacinto,13,Bolivar,3767,Bolivar (ETC),5251.0,93.22,93.22,56.6,89.8,80.28,50.17,108.19,117.69,113.26,114.03,79.89,21.83,61.26,1.64,1.61,0.17,3.34,2.39,98.36,98.39,99.83,96.66,97.61,0.0,0.0,0.0,0.0,0.0,4.31,0.0,3.31,7.65,2.04
10278,2020,13655,San Jacinto del Cauca,13,Bolivar,3767,Bolivar (ETC),2646.0,80.39,80.39,48.82,74.18,64.23,28.21,98.45,98.1,100.0,104.43,82.34,15.75,31.96,0.95,0.0,0.85,1.34,0.87,87.93,100.0,88.58,83.8,88.74,11.13,0.0,10.57,14.86,10.39,6.47,6.28,8.49,5.12,2.16
10279,2020,13657,San Juan Nepomuceno,13,Bolivar,3767,Bolivar (ETC),7772.0,95.87,95.86,73.6,93.09,81.68,52.77,108.61,123.84,109.11,110.62,96.34,23.21,53.48,1.35,0.93,1.12,1.87,1.0,97.09,98.67,97.75,96.07,96.39,1.57,0.4,1.12,2.06,2.61,2.44,1.47,1.4,4.16,2.11
10280,2020,13667,San Martin de Loba,13,Bolivar,3767,Bolivar (ETC),3808.0,104.44,104.44,57.36,100.31,81.16,42.64,127.86,143.25,136.32,129.33,93.88,20.76,30.73,1.23,2.36,1.09,1.15,0.94,98.77,97.64,98.91,98.85,99.06,0.0,0.0,0.0,0.0,0.0,3.1,0.21,2.95,4.97,0.94
10281,2020,13670,San Pablo,13,Bolivar,3767,Bolivar (ETC),7442.0,92.35,92.26,57.21,93.1,66.95,32.22,103.56,112.68,120.61,98.87,63.6,23.44,28.42,0.21,0.43,0.16,0.23,0.18,99.79,99.57,99.84,99.77,99.82,0.0,0.0,0.0,0.0,0.0,6.15,9.96,5.61,5.77,6.39
10282,2020,13673,Santa Catalina,13,Bolivar,3767,Bolivar (ETC),3357.0,98.66,98.54,68.33,85.1,85.94,51.33,114.89,127.76,108.74,129.9,93.96,23.48,58.24,0.55,0.59,0.38,0.58,1.03,99.45,99.41,99.62,99.42,98.97,0.0,0.0,0.0,0.0,0.0,3.81,0.0,4.99,3.73,3.34
10283,2020,13683,Santa Rosa,13,Bolivar,3767,Bolivar (ETC),5059.0,76.75,76.75,50.24,73.47,62.18,33.85,88.14,93.1,94.07,91.11,64.97,29.98,51.02,0.97,0.26,1.41,0.58,0.92,88.61,99.74,91.81,81.05,88.51,10.42,0.0,6.78,18.37,10.57,1.29,0.0,1.2,1.96,0.69
10284,2020,13688,Santa Rosa del Sur,13,Bolivar,3767,Bolivar (ETC),8620.0,103.56,103.56,84.68,109.67,75.1,31.99,112.02,124.62,133.81,106.63,61.9,25.96,16.98,4.97,4.44,3.03,8.01,7.23,91.93,94.31,94.05,87.78,90.51,3.1,1.25,2.92,4.21,2.26,4.24,1.59,4.24,5.4,3.01
10285,2020,13744,Simiti,13,Bolivar,3767,Bolivar (ETC),4524.0,81.43,81.43,55.21,80.58,65.27,32.57,89.19,113.28,101.37,85.67,52.57,20.43,21.35,1.26,1.15,0.69,2.4,0.59,97.86,97.93,98.52,96.53,98.82,0.88,0.92,0.79,1.07,0.59,5.51,1.15,4.9,8.6,3.53
10286,2020,13760,Soplaviento,13,Bolivar,3767,Bolivar (ETC),2131.0,79.68,79.68,59.78,78.15,63.66,45.76,91.32,84.36,93.13,92.82,87.29,26.64,54.76,1.31,0.0,0.73,1.98,2.34,98.69,100.0,99.27,98.02,97.66,0.0,0.0,0.0,0.0,0.0,3.1,0.0,3.87,3.96,0.39
10287,2020,13780,Talaigua Nuevo,13,Bolivar,3767,Bolivar (ETC),3239.0,96.48,96.48,67.25,88.66,74.11,44.99,110.74,144.01,114.81,107.25,88.41,23.6,69.05,0.87,0.24,0.58,1.28,1.61,99.13,99.76,99.42,98.72,98.39,0.0,0.0,0.0,0.0,0.0,3.23,0.0,2.56,5.86,1.88
10288,2020,13810,Tiquisio,13,Bolivar,3767,Bolivar (ETC),5299.0,106.38,106.38,55.12,98.92,78.93,35.69,122.83,103.28,136.09,132.49,75.41,18.7,18.29,1.18,0.79,0.7,1.95,1.98,97.94,98.21,98.18,97.59,97.28,0.88,0.99,1.12,0.46,0.74,5.22,1.19,4.85,7.74,2.22
10289,2020,13836,Turbaco,13,Bolivar,3767,Bolivar (ETC),23239.0,85.37,85.15,59.0,84.85,71.59,47.87,98.16,85.36,99.12,97.68,102.99,30.06,74.53,1.61,3.05,2.04,0.81,1.48,94.34,96.47,95.43,92.56,94.35,4.05,0.48,2.52,6.64,4.17,5.35,0.95,5.43,6.79,3.48
10290,2020,13838,Turbana,13,Bolivar,3767,Bolivar (ETC),3574.0,93.17,93.17,62.21,88.27,79.76,44.07,101.96,125.08,106.86,107.99,65.42,28.86,87.3,0.67,2.86,0.81,0.0,0.0,99.33,97.14,99.19,100.0,100.0,0.0,0.0,0.0,0.0,0.0,5.44,2.08,2.0,11.94,1.9
10291,2020,13873,Villanueva,13,Bolivar,3767,Bolivar (ETC),5930.0,82.26,82.21,54.95,79.9,60.61,30.01,94.05,96.57,103.06,97.83,62.08,29.46,50.79,0.25,0.27,0.27,0.18,0.41,99.75,99.73,99.73,99.82,99.59,0.0,0.0,0.0,0.0,0.0,2.89,4.01,2.88,3.07,1.45
10292,2020,13894,Zambrano,13,Bolivar,3767,Bolivar (ETC),2756.0,93.83,93.8,59.31,86.16,76.17,49.89,110.96,135.5,107.4,110.05,109.33,26.41,61.91,2.22,0.74,1.52,3.48,2.09,97.78,99.26,98.48,96.52,97.91,0.0,0.0,0.0,0.0,0.0,4.41,4.81,3.98,5.81,1.49
10293,2020,15001,Tunja,15,Boyaca,3770,Tunja,32141.0,105.82,105.66,84.66,104.54,98.15,55.19,116.35,113.05,116.54,126.23,98.86,26.89,24.99,2.07,3.15,1.57,2.31,2.22,90.24,96.66,94.59,85.85,88.22,7.69,0.19,3.84,11.84,9.56,6.7,0.64,4.21,10.79,4.5
10294,2020,15022,Almeida,15,Boyaca,3769,Boyaca (ETC),249.0,78.31,78.31,52.38,75.76,77.38,42.22,85.54,66.67,84.85,100.0,68.89,17.42,24.11,0.94,0.0,0.0,0.0,6.45,91.55,100.0,98.81,82.14,93.55,7.51,0.0,1.19,17.86,0.0,6.57,0.0,3.57,11.9,3.23
10295,2020,15047,Aquitania,15,Boyaca,3769,Boyaca (ETC),3291.0,91.8,91.8,75.8,90.79,84.91,51.63,97.54,89.68,100.14,103.77,81.84,27.5,24.42,0.46,0.45,0.08,0.36,2.03,94.05,99.55,98.93,86.82,95.19,5.49,0.0,0.99,12.83,2.78,5.92,0.45,4.57,8.79,5.32
10296,2020,15051,Arcabuco,15,Boyaca,3769,Boyaca (ETC),1207.0,87.08,87.08,61.76,78.13,90.02,54.23,92.38,69.61,85.29,112.97,80.6,30.54,40.0,0.63,4.23,0.7,0.22,0.0,91.95,95.77,97.2,85.87,93.42,7.42,0.0,2.1,13.91,6.58,4.52,1.41,3.5,7.06,1.32
10297,2020,15087,Belen,15,Boyaca,3769,Boyaca (ETC),1443.0,98.06,98.06,72.32,94.05,100.61,69.08,105.06,94.64,101.36,113.16,102.41,29.12,22.52,0.62,1.06,0.53,0.18,1.65,92.38,96.81,98.04,90.16,82.64,7.0,2.13,1.42,9.66,15.7,1.51,0.0,0.71,2.68,1.24
10298,2020,15090,Berbeo,15,Boyaca,3769,Boyaca (ETC),273.0,97.8,97.8,90.91,79.28,100.0,67.39,101.47,90.91,90.99,124.47,84.78,16.77,27.81,0.36,0.0,0.99,0.0,0.0,94.95,100.0,96.04,92.31,97.44,4.69,0.0,2.97,7.69,2.56,6.14,0.0,2.97,10.26,5.13
10299,2020,15092,Beteitiva,15,Boyaca,3769,Boyaca (ETC),301.0,70.43,70.43,28.0,65.85,73.27,34.62,77.41,28.0,82.11,90.1,65.38,12.02,28.57,1.32,0.0,0.0,3.3,0.0,89.87,100.0,96.04,81.32,92.86,8.81,0.0,3.96,15.38,7.14,6.61,0.0,3.96,9.89,7.14
10300,2020,15097,Boavita,15,Boyaca,3769,Boyaca (ETC),892.0,93.72,93.72,63.08,92.58,75.64,48.34,107.96,98.46,103.85,117.31,102.65,22.16,14.64,1.56,1.56,0.79,2.19,1.95,88.76,96.88,94.97,80.27,90.26,9.68,1.56,4.23,17.53,7.79,4.88,0.0,2.38,8.47,4.52
10301,2020,15104,Boyaca,15,Boyaca,3769,Boyaca (ETC),1021.0,72.67,72.67,32.91,66.35,76.57,44.51,78.65,53.16,76.37,90.86,71.1,26.92,32.14,0.64,0.0,0.63,0.63,0.93,94.03,97.62,96.56,90.57,95.33,5.34,2.38,2.81,8.81,3.74,1.4,0.0,0.31,1.26,5.61
10302,2020,15106,Briceño,15,Boyaca,3769,Boyaca (ETC),417.0,89.45,89.45,90.0,87.06,88.97,43.06,94.48,116.67,94.71,106.9,59.72,22.75,9.94,4.31,0.0,1.86,7.1,6.98,76.9,100.0,91.3,55.48,81.4,18.78,0.0,6.83,37.42,11.63,14.47,5.71,3.73,29.03,9.3
10303,2020,15109,Buenavista,15,Boyaca,3769,Boyaca (ETC),835.0,94.13,94.13,83.33,84.8,95.9,65.71,98.92,91.67,92.98,112.29,88.57,27.25,19.87,1.82,1.82,0.94,1.83,4.03,93.7,98.18,96.86,91.46,89.52,4.48,0.0,2.2,6.71,6.45,5.45,0.0,5.97,6.08,4.84
10304,2020,15114,Busbanza,15,Boyaca,3769,Boyaca (ETC),183.0,59.56,59.56,42.86,56.63,68.63,28.57,63.93,52.38,60.24,86.27,42.86,8.51,50.0,0.0,0.0,0.0,0.0,0.0,84.62,100.0,96.0,68.18,83.33,15.38,0.0,4.0,31.82,16.67,5.98,0.0,4.0,11.36,0.0
10305,2020,15131,Caldas,15,Boyaca,3769,Boyaca (ETC),586.0,73.72,73.72,28.89,60.08,73.27,58.42,82.76,40.0,72.27,97.52,97.03,25.23,29.77,2.77,0.0,1.16,5.32,1.1,92.54,100.0,94.19,89.36,94.51,4.69,0.0,4.65,5.32,4.4,2.35,0.0,1.74,3.72,1.1
10306,2020,15135,Campohermoso,15,Boyaca,3769,Boyaca (ETC),638.0,68.5,68.5,51.79,66.42,64.11,30.3,72.1,58.93,75.55,80.38,52.53,15.92,12.53,0.65,0.0,0.0,0.6,3.85,92.83,100.0,97.58,87.5,86.54,6.52,0.0,2.42,11.9,9.62,3.7,0.0,2.42,7.14,0.0
10307,2020,15162,Cerinza,15,Boyaca,3769,Boyaca (ETC),604.0,90.56,90.56,90.7,85.65,93.81,52.63,99.5,113.95,91.56,111.9,87.72,31.2,23.81,0.17,2.04,0.0,0.0,0.0,93.22,97.96,98.16,86.38,96.63,6.61,0.0,1.84,13.62,3.37,4.58,0.0,2.76,8.51,1.12
10308,2020,15172,Chinavita,15,Boyaca,3769,Boyaca (ETC),508.0,86.22,86.22,48.78,83.65,83.14,63.22,92.52,51.22,95.67,98.84,91.95,24.53,38.36,1.91,0.0,1.01,1.76,5.0,86.81,100.0,96.48,74.71,85.0,11.28,0.0,2.51,23.53,10.0,5.11,0.0,4.52,5.88,6.25
10309,2020,15176,Chiquinquira,15,Boyaca,3769,Boyaca (ETC),11718.0,98.92,98.87,69.27,93.67,92.74,64.58,108.5,94.72,104.34,116.75,107.43,29.45,26.59,3.06,2.97,2.66,3.05,4.13,89.25,96.56,94.15,85.03,84.55,7.69,0.47,3.19,11.92,11.32,3.44,0.16,2.47,5.18,2.86
10310,2020,15180,Chiscas,15,Boyaca,3769,Boyaca (ETC),722.0,84.21,84.21,90.91,76.63,76.31,62.99,88.23,98.18,84.54,93.57,81.89,17.93,15.79,0.16,0.0,0.41,0.0,0.0,98.73,100.0,98.78,99.57,96.0,1.11,0.0,0.82,0.43,4.0,2.06,0.0,2.85,2.6,0.0
10311,2020,15183,Chita,15,Boyaca,3769,Boyaca (ETC),1918.0,91.76,91.76,51.32,90.97,81.62,56.07,98.7,69.08,101.98,105.82,89.51,28.42,28.76,0.22,0.0,0.0,0.43,0.42,95.86,99.05,99.64,92.33,91.67,3.92,0.95,0.36,7.24,7.92,5.05,1.9,1.33,10.71,2.92
10312,2020,15185,Chitaraque,15,Boyaca,3769,Boyaca (ETC),1199.0,78.98,78.98,79.81,73.11,76.46,45.36,83.15,89.42,81.43,92.66,63.93,29.23,24.11,2.11,1.08,2.14,2.46,1.71,91.07,98.92,97.39,86.07,77.78,6.82,0.0,0.48,11.48,20.51,2.31,0.0,1.66,3.55,2.56
10313,2020,15187,Chivata,15,Boyaca,3769,Boyaca (ETC),624.0,68.59,68.59,54.84,55.2,75.26,21.35,78.37,72.58,67.38,110.82,46.07,24.05,28.57,0.43,4.44,0.0,0.0,0.0,77.2,95.56,84.24,66.67,76.32,22.37,0.0,15.76,33.33,23.68,8.39,0.0,6.52,12.12,7.89
10314,2020,15189,Cienega,15,Boyaca,3769,Boyaca (ETC),959.0,85.71,85.71,58.33,81.4,84.66,62.16,92.28,73.81,91.55,95.21,98.65,24.02,24.49,0.7,4.84,0.26,0.34,0.84,90.56,95.16,95.25,83.22,91.6,8.74,0.0,4.49,16.44,7.56,7.34,0.0,7.12,9.73,5.88
10315,2020,15204,Combita,15,Boyaca,3769,Boyaca (ETC),1902.0,96.21,96.06,68.99,95.47,88.29,55.21,178.08,84.81,129.43,214.08,274.76,23.83,37.65,4.6,2.8,1.77,6.49,8.91,83.28,97.2,95.34,68.07,81.68,12.13,0.0,2.89,25.44,9.41,7.79,2.8,7.23,9.82,6.44
10316,2020,15212,Coper,15,Boyaca,3769,Boyaca (ETC),672.0,78.87,78.87,50.91,79.08,68.0,51.82,87.2,58.18,87.59,93.78,87.27,18.96,17.98,1.26,0.0,0.81,2.04,1.22,85.1,100.0,93.52,69.9,90.24,13.64,0.0,5.67,28.06,8.54,5.39,0.0,2.83,11.73,0.0
10317,2020,15215,Corrales,15,Boyaca,3769,Boyaca (ETC),424.0,94.58,94.58,68.42,96.05,91.11,47.3,100.94,97.37,109.6,108.15,68.92,26.71,23.81,1.4,2.7,1.55,0.68,1.96,85.98,94.59,91.75,79.45,76.47,12.62,2.7,6.7,19.86,21.57,7.24,0.0,9.28,6.85,5.88
10318,2020,15218,Covarachia,15,Boyaca,3769,Boyaca (ETC),527.0,87.48,87.48,43.18,77.23,83.52,75.9,93.36,54.55,93.3,96.59,107.23,25.52,11.59,0.41,4.17,0.0,0.0,1.15,95.71,95.83,96.65,93.53,97.7,3.88,0.0,3.35,6.47,1.15,9.18,0.0,7.66,13.53,6.9
10319,2020,15223,Cubara,15,Boyaca,3769,Boyaca (ETC),3140.0,45.86,45.86,22.39,41.71,27.85,17.22,52.58,44.17,62.85,44.09,42.82,27.57,11.72,2.38,0.0,0.44,8.36,2.65,88.77,100.0,87.58,84.44,97.35,8.85,0.0,11.98,7.2,0.0,10.37,0.0,14.18,6.34,5.31
10320,2020,15224,Cucaita,15,Boyaca,3769,Boyaca (ETC),760.0,96.71,96.71,58.82,82.5,99.19,67.2,103.95,77.94,95.63,124.29,99.2,24.01,39.8,0.51,0.0,0.33,0.33,1.61,87.72,100.0,96.41,82.74,73.39,11.77,0.0,3.27,16.94,25.0,5.32,0.0,4.58,7.82,3.23
10321,2020,15226,Cuitiva,15,Boyaca,3769,Boyaca (ETC),384.0,79.17,79.17,42.42,60.12,89.68,75.44,84.9,72.73,66.67,107.14,96.49,16.94,34.76,0.61,4.17,0.89,0.0,0.0,93.25,91.67,96.43,89.63,96.36,6.13,4.17,2.68,10.37,3.64,5.52,0.0,3.57,10.37,0.0
10322,2020,15232,Chiquiza,15,Boyaca,3769,Boyaca (ETC),996.0,75.5,75.5,51.81,72.1,74.62,51.57,79.22,67.47,80.14,87.01,66.67,23.16,31.19,1.52,0.0,0.59,1.74,4.72,94.54,100.0,97.35,91.29,91.51,3.93,0.0,2.06,6.97,3.77,4.69,0.0,5.01,5.9,2.83
10323,2020,15236,Chivor,15,Boyaca,3769,Boyaca (ETC),473.0,68.71,68.71,60.53,71.88,65.43,30.86,71.67,60.53,74.48,82.72,48.15,22.75,15.58,3.58,0.0,0.0,7.46,5.71,91.04,100.0,100.0,80.6,88.57,5.37,0.0,0.0,11.94,5.71,11.34,0.0,4.2,21.64,8.57
10324,2020,15238,Duitama,15,Boyaca,3771,Duitama,22410.0,101.52,101.43,78.89,97.22,96.52,65.41,110.68,98.71,106.42,119.86,107.63,28.02,61.3,0.86,0.3,0.36,1.19,1.41,92.88,98.91,96.0,89.16,92.55,6.26,0.79,3.65,9.65,6.03,6.25,0.1,4.16,9.57,5.26
10325,2020,15244,El Cocuy,15,Boyaca,3769,Boyaca (ETC),881.0,97.16,97.16,74.32,91.91,97.64,67.14,102.04,78.38,97.84,116.55,95.0,22.31,18.45,4.5,3.85,1.25,5.51,10.24,84.02,96.15,93.77,75.65,77.17,11.48,0.0,4.98,18.84,12.6,4.97,0.0,3.74,7.83,2.36
10326,2020,15248,El Espino,15,Boyaca,3769,Boyaca (ETC),504.0,90.08,90.08,87.5,83.5,85.88,67.05,98.81,115.0,88.83,102.94,106.82,24.21,14.48,0.0,0.0,0.0,0.0,0.0,97.49,95.65,99.45,95.43,98.67,2.51,4.35,0.55,4.57,1.33,2.09,0.0,1.64,3.43,1.33
10327,2020,15272,Firavitoba,15,Boyaca,3769,Boyaca (ETC),1164.0,68.81,68.73,56.12,54.32,76.23,48.7,71.82,62.24,60.08,90.7,68.39,22.6,20.89,0.12,0.0,0.0,0.28,0.0,90.71,100.0,97.6,86.61,82.58,9.17,0.0,2.4,13.11,17.42,4.34,0.0,1.71,5.98,7.58
10328,2020,15276,Floresta,15,Boyaca,3769,Boyaca (ETC),538.0,90.15,90.15,51.16,87.04,87.43,65.63,98.14,67.44,96.76,104.37,103.13,29.21,20.98,0.2,0.0,0.48,0.0,0.0,98.43,100.0,98.09,100.0,95.12,1.37,0.0,1.44,0.0,4.88,5.09,0.0,2.39,9.42,3.66
10329,2020,15293,Gachantiva,15,Boyaca,3769,Boyaca (ETC),543.0,104.05,104.05,65.22,84.91,105.59,91.86,111.79,91.3,94.83,130.73,129.07,25.87,50.55,0.83,0.0,1.36,0.43,0.93,89.72,100.0,98.18,86.32,75.7,9.45,0.0,0.45,13.25,23.36,0.83,2.38,1.36,0.43,0.0
10330,2020,15296,Gameza,15,Boyaca,3769,Boyaca (ETC),1017.0,86.92,86.92,60.22,85.59,84.36,55.19,92.82,69.89,92.79,102.15,87.01,26.63,22.53,1.71,0.0,0.73,3.0,2.36,97.01,100.0,98.54,94.89,96.06,1.28,0.0,0.73,2.1,1.57,3.52,0.0,3.88,4.8,0.79
10331,2020,15299,Garagoa,15,Boyaca,3769,Boyaca (ETC),3092.0,84.12,84.06,57.2,78.1,83.16,60.39,91.01,72.76,87.93,98.55,92.75,31.35,18.26,3.16,2.92,1.91,4.13,3.75,86.89,97.08,92.48,82.33,81.75,9.95,0.0,5.61,13.54,14.5,5.82,0.0,5.16,7.51,5.25
10332,2020,15317,Guacamayas,15,Boyaca,3769,Boyaca (ETC),348.0,70.11,70.11,83.33,56.08,69.83,53.7,78.16,100.0,61.49,84.48,98.15,23.83,17.66,7.66,10.0,5.49,11.22,2.38,89.27,90.0,92.31,85.71,90.48,3.07,0.0,2.2,3.06,7.14,3.07,0.0,2.2,4.08,4.76
10333,2020,15322,Guateque,15,Boyaca,3769,Boyaca (ETC),1758.0,97.44,97.44,75.0,88.12,91.95,71.61,107.57,96.97,101.7,118.88,103.23,26.36,25.51,1.03,3.88,1.02,0.75,0.68,90.82,96.12,94.89,86.27,91.22,8.15,0.0,4.09,12.99,8.11,2.17,0.0,1.7,3.58,0.68
10334,2020,15325,Guayata,15,Boyaca,3769,Boyaca (ETC),504.0,88.1,88.1,61.11,79.71,86.11,53.09,94.64,83.33,91.3,107.22,80.25,24.71,25.83,2.52,0.0,2.12,3.63,1.54,93.5,100.0,95.24,90.16,95.38,3.98,0.0,2.65,6.22,3.08,8.6,0.0,6.88,13.47,3.08
10335,2020,15332,Güican,15,Boyaca,3769,Boyaca (ETC),993.0,64.15,64.15,31.52,56.71,62.26,50.33,76.54,38.04,66.44,79.56,122.52,27.17,10.2,0.6,0.0,0.35,0.79,1.03,91.67,100.0,93.03,89.33,90.72,7.74,0.0,6.62,9.88,8.25,0.3,0.0,0.7,0.0,0.0
10336,2020,15362,Iza,15,Boyaca,3769,Boyaca (ETC),361.0,98.34,98.34,70.59,100.63,91.15,48.21,107.2,88.24,109.49,113.27,100.0,19.81,22.38,0.26,0.0,0.58,0.0,0.0,93.18,93.33,98.27,88.28,88.0,6.56,6.67,1.16,11.72,12.0,11.55,0.0,8.09,21.09,6.0
10337,2020,15367,Jenesano,15,Boyaca,3769,Boyaca (ETC),1460.0,76.23,76.23,57.02,69.64,79.8,48.5,82.05,62.81,75.65,95.51,80.69,31.13,19.05,1.01,1.32,0.64,0.85,2.3,95.86,98.68,95.92,95.3,95.98,3.13,0.0,3.43,3.85,1.72,3.63,0.0,1.93,7.05,0.57
10338,2020,15368,Jerico,15,Boyaca,3769,Boyaca (ETC),775.0,89.94,89.94,56.34,97.62,82.4,54.24,95.48,64.79,107.14,94.8,82.2,23.49,41.35,0.27,0.0,0.0,0.42,1.11,97.68,100.0,98.61,95.78,97.78,2.05,0.0,1.39,3.8,1.11,5.46,2.17,5.0,8.02,2.22
10339,2020,15377,Labranzagrande,15,Boyaca,3769,Boyaca (ETC),525.0,92.0,92.0,56.6,99.12,74.53,42.86,102.29,79.25,112.78,104.97,83.33,21.65,4.44,7.47,0.0,1.95,18.83,7.02,82.91,100.0,91.41,66.88,75.44,9.63,0.0,6.64,14.29,17.54,4.72,2.38,6.64,3.9,0.0
10340,2020,15380,La Capilla,15,Boyaca,3769,Boyaca (ETC),449.0,79.06,79.06,50.0,76.06,77.92,67.61,84.19,55.56,76.6,94.16,97.18,24.74,25.0,0.26,0.0,0.0,0.0,1.45,93.92,100.0,100.0,88.28,91.3,5.82,0.0,0.0,11.72,7.25,3.97,0.0,3.47,6.9,0.0
10341,2020,15401,La Victoria,15,Boyaca,3769,Boyaca (ETC),182.0,101.1,101.1,53.85,105.71,101.56,48.57,109.89,53.85,111.43,134.38,82.86,12.51,15.32,1.0,0.0,0.0,1.16,3.45,93.0,100.0,94.87,89.53,96.55,6.0,0.0,5.13,9.3,0.0,1.0,0.0,2.56,0.0,0.0
